ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
18164,Exercise 8,233.070611874336,96.3970939099162,79.13360616124986,39.0,,58.0,187.0,38.2843912899416,Cloudy,2.0
18165,Exercise 2,,94.63961382350448,74.42462374759798,49.0,Male,24.0,164.0,67.60005472878807,Cloudy,6.0
18166,Exercise 3,262.2453714505061,92.77545287427537,,40.0,Male,19.0,153.0,62.92040174905206,Rainy,
18167,Exercise 2,288.6952689037379,88.25627360991783,87.97119822758768,25.0,Female,31.0,,40.187288933831965,Rainy,6.0
18168,Exercise 4,271.7647207412305,97.86644553036656,84.72983875433894,56.0,Female,36.0,172.0,66.99723147936109,Cloudy,1.0
18169,Exercise 3,218.88774457817408,95.5592390042113,89.78506386684657,27.0,Female,21.0,,59.02668695585787,Cloudy,1.0
18170,Exercise 6,207.78851065403475,,89.53449506185959,49.0,Female,41.0,188.0,37.170457647839065,Sunny,8.0
18171,Exercise 1,252.778914479332,86.65986517297799,87.12902965046982,33.0,Female,59.0,,68.45795948597961,Rainy,9.0
18172,Exercise 8,281.33860623375057,,78.54395952293649,42.0,Male,35.0,161.0,48.49697789454195,Rainy,8.0
18173,Exercise 9,264.71830248594534,97.01176460945479,72.8047905758385,22.0,,39.0,165.0,59.697547467248455,Cloudy,7.0
18174,Exercise 6,240.41974841771463,98.06448380942545,82.77656764614046,43.0,Female,37.0,172.0,54.964250413677576,Sunny,8.0
18175,Exercise 3,274.82577245965877,90.03882667992272,71.63908389206782,55.0,Male,27.0,174.0,68.6147528061465,Sunny,5.0
18176,Exercise 8,242.2238872404238,98.22144313858729,77.93616656644896,20.0,Male,21.0,161.0,65.68388839307113,Rainy,
18177,Exercise 5,210.07152454239778,,80.00735561243732,37.0,Male,24.0,144.0,43.63673490894632,Rainy,7.0
18178,Exercise 7,241.74325482081903,99.86858294093864,82.04676148512534,37.0,Male,43.0,179.0,31.448254816732298,Sunny,2.0
18179,Exercise 5,,84.63806574819023,85.48526524909956,36.0,Female,46.0,170.0,35.85215955495211,Rainy,10.0
18180,Exercise 1,244.8326326356926,81.9264289385731,73.27712815274258,57.0,Male,33.0,156.0,47.686324280012116,Cloudy,7.0
18181,Exercise 10,223.6088755312129,92.25516341222479,75.07400118640848,47.0,Female,28.0,144.0,49.341764386218344,Sunny,5.0
18182,Exercise 4,236.000849893635,92.7802944567751,,50.0,,25.0,149.0,33.45684868288325,Rainy,10.0
18183,Exercise 7,,87.10308294443834,84.99857013738689,21.0,Male,42.0,170.0,49.90952464610429,Rainy,7.0
18184,Exercise 9,283.7710026814956,,72.6874625228266,56.0,Male,26.0,144.0,46.23163185564156,Cloudy,6.0
18185,Exercise 6,264.9304084291116,88.27535974518905,79.95995448963652,42.0,Male,,140.0,44.24829277936851,Cloudy,6.0
18186,Exercise 1,288.60427009100823,91.04882643892196,88.08193180902109,25.0,Female,57.0,141.0,,Rainy,3.0
18187,Exercise 9,285.42375156619653,,79.43533086794017,20.0,Male,20.0,163.0,33.679100465713205,Rainy,7.0
18188,Exercise 4,277.88490727243635,91.43648134874114,80.20437817127782,50.0,Female,,156.0,39.859868808008365,Cloudy,8.0
18189,Exercise 5,239.718533344834,,,60.0,Male,18.0,150.0,44.97752563183241,Cloudy,2.0
18190,Exercise 7,231.67480219244646,82.18754646090301,70.57668527547364,44.0,,51.0,141.0,38.51672027730183,Sunny,6.0
18191,Exercise 4,295.96139531111226,98.62533592074259,74.08202753764036,28.0,Female,53.0,155.0,59.58218126698603,Rainy,8.0
18192,Exercise 2,280.1019995217668,95.37554020877315,72.38252230439443,45.0,Female,44.0,186.0,51.51427115820759,Rainy,5.0
18193,Exercise 5,277.2360612894485,92.73947119169227,75.15011387241569,,Male,18.0,140.0,,Rainy,7.0
18194,Exercise 2,269.88896928702735,99.2709781640661,73.40170865387816,52.0,Female,42.0,146.0,53.227469635562414,,9.0
18195,Exercise 2,231.14367993300596,88.30112480764379,70.75428246486624,27.0,,37.0,146.0,54.40737867735641,Sunny,7.0
18196,Exercise 6,226.30990643609113,83.21779619163479,78.60723078019261,31.0,Female,,147.0,62.350534246919345,Rainy,2.0
18197,Exercise 4,224.99790149943234,87.85391895973116,84.68878646047935,23.0,Male,56.0,141.0,64.76084371757806,Rainy,6.0
18198,Exercise 9,206.23309139842684,84.14761339867367,83.50062200942418,22.0,Male,20.0,173.0,31.332251927273,Rainy,1.0
18199,Exercise 7,224.58700776877635,96.28537932185054,81.02306878125687,59.0,Male,18.0,175.0,60.98957311531765,Rainy,8.0
18200,Exercise 9,267.31794939167446,89.5582457973208,81.74734568433871,47.0,Female,57.0,144.0,,Cloudy,7.0
18201,Exercise 7,257.96954672831936,,72.88583890439625,42.0,Male,,151.0,32.97032517157704,Sunny,6.0
18202,Exercise 2,217.50364273020975,84.92239782070274,77.91415916834765,57.0,Male,,186.0,36.95525367400323,Rainy,4.0
18203,Exercise 3,209.6134887943275,83.19620631080085,87.52759947721832,35.0,Female,,140.0,67.65198784779918,Rainy,2.0
18204,Exercise 8,203.05120569219162,,87.96391637722743,60.0,Male,58.0,172.0,,Sunny,6.0
18205,Exercise 2,,92.67195825800817,,60.0,Male,51.0,148.0,64.03699291366688,Cloudy,4.0
18206,Exercise 8,223.57581706449304,84.09362407710294,75.97343334083388,48.0,Female,51.0,187.0,53.66314999014095,Sunny,2.0
18207,Exercise 5,201.33750829011592,84.67546480202401,77.20504787625296,55.0,Female,34.0,183.0,38.09178419875723,Cloudy,1.0
18208,Exercise 2,200.11889558405275,88.8120784338835,74.1113534368974,,Male,45.0,145.0,68.23662572107882,Cloudy,
18209,Exercise 6,220.64984407507583,99.77513283055167,70.0587300950306,38.0,Female,40.0,144.0,51.71456015552926,Sunny,4.0
18210,Exercise 5,,82.63669682997607,77.66524294096442,53.0,Male,42.0,168.0,51.53696643076946,Rainy,6.0
18211,Exercise 1,286.67602595249014,97.40376950944,,,Female,,182.0,66.15628601924294,Cloudy,5.0
18212,Exercise 8,286.7602642675356,80.91440399995352,70.09375991729603,30.0,Male,42.0,148.0,34.41744829174783,Rainy,2.0
18213,Exercise 8,200.2128331798,86.06545007764659,78.59156202253243,46.0,Female,33.0,144.0,67.47728892165722,Rainy,4.0
18214,Exercise 10,260.52156722574085,,73.25328504367545,28.0,Female,24.0,173.0,44.61969074511565,Cloudy,
18215,Exercise 6,207.78189603433026,,71.82897693901857,40.0,Male,20.0,176.0,33.711030291208644,,
18216,Exercise 4,285.8312436138451,86.53379261523885,85.0666391690627,,Female,28.0,,50.11101885118161,Rainy,
18217,Exercise 1,283.050849295866,92.41311949301837,,,Female,32.0,174.0,35.03783525437738,Cloudy,5.0
18218,Exercise 10,280.6778145693105,87.50882558200281,87.95726123217094,56.0,Female,28.0,158.0,42.79807952614582,Rainy,
18219,Exercise 8,232.303225873985,97.52659594323862,85.95182094381452,59.0,Male,47.0,178.0,68.95596268764011,Rainy,7.0
18220,Exercise 6,261.98994320840944,89.57423438916425,79.17495299286924,25.0,Female,46.0,166.0,,Sunny,4.0
18221,Exercise 1,257.31026074289196,96.91672362690312,71.12772303798089,57.0,Female,40.0,168.0,36.89572838936824,Cloudy,1.0
18222,Exercise 5,244.82068105218553,85.19301335431251,87.6300402033908,27.0,Female,18.0,166.0,56.32543119644126,Rainy,
18223,Exercise 7,274.493564818085,93.79890346409965,88.03788917653438,51.0,Male,36.0,153.0,35.59610549062653,,1.0
18224,Exercise 7,274.69426436808885,86.07247772794864,82.39281349299374,,Female,,187.0,,Rainy,
18225,Exercise 1,297.5765179916631,96.01029228229424,80.826961343712,60.0,Female,,152.0,30.689491720626126,Cloudy,10.0
18226,Exercise 4,208.31271653082985,84.4183846436487,74.75674033472802,26.0,Female,25.0,156.0,55.45120402893622,Rainy,7.0
18227,Exercise 2,231.36554440674655,97.994340175073,85.31529727647407,29.0,,,170.0,66.57674852605729,Rainy,4.0
18228,Exercise 9,228.11930273577167,95.91432158935444,87.75660973901856,27.0,Male,39.0,161.0,57.86880713524103,Sunny,
18229,Exercise 3,275.41416026659016,81.06829943430063,76.53092001809144,,Female,38.0,179.0,52.06658612622705,Cloudy,2.0
18230,Exercise 3,273.5205456425635,,88.92019312464902,26.0,Female,48.0,140.0,33.43200909292684,Cloudy,6.0
18231,Exercise 7,255.50001636198084,91.61544754269504,80.26798475943069,40.0,Female,19.0,,49.92140627083508,,7.0
18232,Exercise 1,279.1390076017349,98.04107452527084,85.50606637661936,52.0,Male,56.0,157.0,51.68633435299296,Cloudy,7.0
18233,Exercise 5,297.6469933549627,99.81710247684157,70.50848165026719,45.0,Male,49.0,150.0,39.03510147525312,Sunny,9.0
18234,Exercise 4,237.614770479738,83.07010960937876,88.26735757281361,52.0,Male,,,46.04475548550887,Sunny,10.0
18235,Exercise 6,268.12841398005526,82.67749275011424,89.76049460878636,43.0,,33.0,165.0,42.87802568456755,Cloudy,10.0
18236,Exercise 4,,91.62988734764433,81.65132851618672,54.0,Female,21.0,157.0,30.370747770953933,Cloudy,3.0
18237,Exercise 8,289.2050400089827,98.72546645906202,86.06494735324739,27.0,Female,53.0,147.0,52.41116365781797,Sunny,
18238,Exercise 10,,98.56101127917086,83.01894043220656,26.0,Male,,164.0,60.9599277941157,Rainy,7.0
18239,Exercise 7,205.6496055684845,98.85586769710021,75.5893828135113,45.0,Male,39.0,155.0,32.13386385327708,Cloudy,5.0
18240,Exercise 8,254.98716348274542,93.1136642477781,75.226156966588,50.0,Male,36.0,156.0,47.84384228110958,Sunny,10.0
18241,Exercise 9,245.23905740350884,89.12169115970741,81.02084282979631,,Female,40.0,152.0,53.76218359169141,,5.0
18242,Exercise 5,238.4833007418798,97.83422925722002,,23.0,Female,23.0,176.0,41.82068997940468,Cloudy,10.0
18243,Exercise 9,228.83826076315881,93.40305314445958,84.92808433717795,38.0,Male,41.0,180.0,68.30134987788446,Rainy,9.0
18244,Exercise 8,219.08519672032472,94.45397031225892,,,Female,20.0,173.0,46.19491999268922,Rainy,7.0
18245,Exercise 3,258.7839936081325,86.08994386524527,84.24980569956863,43.0,Male,18.0,155.0,61.11237609521159,Cloudy,8.0
18246,Exercise 9,296.7623710587866,93.31045356910644,70.35469704953763,58.0,Male,48.0,171.0,46.12129671254082,Sunny,6.0
18247,Exercise 2,221.06728390380312,80.5190590503139,75.2145289380679,37.0,,35.0,151.0,67.48280875956087,Rainy,9.0
18248,Exercise 4,,94.85207750520223,72.46366848912179,38.0,Female,,158.0,32.97452387732016,Sunny,7.0
18249,Exercise 4,286.48299131959294,84.36405004758717,72.43543275147096,21.0,Male,47.0,174.0,,Cloudy,
18250,Exercise 3,205.65084288884907,90.14135034262175,72.89403041155063,46.0,Male,39.0,165.0,48.807670481676595,Cloudy,4.0
18251,Exercise 3,235.1985177312819,90.59265698628582,84.37398589431822,57.0,,42.0,185.0,47.49932612683567,Cloudy,6.0
18252,Exercise 1,246.77391209040354,84.34452087881704,77.2851571800778,33.0,Female,48.0,176.0,34.04451223886732,Cloudy,7.0
18253,Exercise 2,293.65443895280544,91.60797918972051,,51.0,Female,18.0,183.0,32.5015976239372,Cloudy,9.0
18254,Exercise 6,249.3977882998725,95.87607588130125,82.26683461222949,40.0,Female,28.0,172.0,45.261027328683674,Sunny,10.0
18255,Exercise 7,,99.63195334803383,73.09998348229212,21.0,Female,28.0,,68.60132175708041,,3.0
18256,Exercise 5,,91.74658357027396,70.73388946069689,48.0,Female,37.0,187.0,53.21318653779265,Cloudy,4.0
18257,Exercise 4,239.24765680702447,82.17051001458965,78.26736794086854,21.0,Female,30.0,165.0,36.293034213715735,Rainy,8.0
18258,Exercise 10,215.71336227792204,,86.16082018460548,55.0,Female,43.0,145.0,61.0656080602466,Cloudy,9.0
18259,Exercise 3,,,84.66492635281489,44.0,,58.0,184.0,48.095326987280046,Rainy,1.0
18260,Exercise 4,,83.94077330332736,89.53770881218637,32.0,Male,,,66.09495949920841,Rainy,5.0
18261,Exercise 10,241.25536716170888,88.05737375878883,,31.0,Female,41.0,175.0,49.91646877864859,Sunny,2.0
18262,Exercise 7,,83.09584447844358,89.62583273167743,32.0,Female,22.0,,57.53217386414684,Rainy,7.0
18263,Exercise 7,247.45889479965962,,82.47517989805146,60.0,Male,37.0,153.0,46.82257605764862,Sunny,1.0
18264,Exercise 5,250.4053422170628,87.2143850204172,75.23602153416383,24.0,Male,60.0,142.0,64.05134588114242,Sunny,
18265,Exercise 8,208.3163276702942,86.69047890182554,81.17938276957216,,Female,32.0,187.0,62.89911079096808,Rainy,9.0
18266,Exercise 1,280.4648816018512,80.83980919771986,76.18247808678463,47.0,Male,46.0,158.0,53.493262916199534,,5.0
18267,Exercise 3,,91.1105140982988,76.9534991396325,60.0,Male,31.0,144.0,61.55101629484653,Cloudy,7.0
18268,Exercise 7,252.80290512417582,98.49940695600984,89.18878276482758,,Female,39.0,177.0,33.26754136467849,Rainy,1.0
18269,Exercise 7,295.73915449031495,82.31988680200078,86.10885333261288,54.0,Female,25.0,166.0,37.246527560543804,Sunny,5.0
18270,Exercise 3,269.8309049618862,92.7523656983154,71.27444952830152,56.0,Female,27.0,157.0,67.37237854729301,Sunny,7.0
18271,Exercise 10,245.90025310422266,98.33846183189887,72.97235165802392,23.0,Male,41.0,155.0,63.18348488877665,Sunny,9.0
18272,Exercise 10,248.7597917473534,,88.38468354910796,38.0,Female,31.0,190.0,63.006389316337284,Rainy,1.0
18273,Exercise 6,286.7162210042502,90.86054696121582,82.91254924692225,56.0,Male,22.0,184.0,56.23330196475712,Cloudy,8.0
18274,Exercise 6,258.51257816984224,93.7569965782362,87.63706391885111,44.0,Male,,180.0,67.30924800823692,Rainy,3.0
18275,Exercise 9,231.5441214294089,82.58214663275474,81.97445794827891,21.0,Male,33.0,172.0,33.06635920732974,Cloudy,9.0
18276,Exercise 5,204.9466898680422,99.26942204944413,89.47982656975945,33.0,Male,,142.0,,Rainy,
18277,Exercise 3,222.23532464797262,96.19219201683276,82.00574070521881,31.0,Female,34.0,149.0,64.8275316105599,Cloudy,8.0
18278,Exercise 8,261.223929864071,82.42790163132014,83.14577911000069,48.0,,,144.0,,Cloudy,
18279,Exercise 6,225.76789895708126,97.48245363898533,73.27423039722157,28.0,Male,32.0,163.0,57.54716882748799,Cloudy,5.0
18280,Exercise 10,238.21237478798486,82.87139229652135,,50.0,Female,43.0,167.0,67.12524278243308,Sunny,5.0
18281,Exercise 4,,,79.6334263251686,47.0,Female,27.0,158.0,40.692140519798095,Rainy,10.0
18282,Exercise 6,294.8935391154235,99.83537311242061,89.73910403919285,30.0,Female,59.0,174.0,60.54509593607189,Cloudy,2.0
18283,Exercise 8,260.57619103739086,96.64133943613854,82.94521055204837,37.0,Female,42.0,178.0,53.014137212457186,Sunny,5.0
18284,Exercise 1,,89.77587031595192,73.09567934024626,25.0,Male,18.0,174.0,32.50532018564577,Cloudy,
18285,Exercise 5,210.74653480791685,91.32235736833779,84.5320506416075,49.0,Male,21.0,,,Rainy,8.0
18286,Exercise 5,254.71774488941313,88.05302634026646,89.36695040186426,39.0,,19.0,163.0,61.32103751851354,Rainy,9.0
18287,Exercise 1,286.18810616775477,80.86450266862273,76.89459578492892,37.0,Male,,174.0,59.316194685130554,Cloudy,2.0
18288,Exercise 1,259.04771579645626,80.79833941099638,76.50419283104026,37.0,Male,40.0,166.0,42.315780712574536,Rainy,
18289,Exercise 8,,90.90722144851499,75.7699613709262,57.0,Male,34.0,184.0,63.64740079163742,Cloudy,9.0
18290,Exercise 3,265.1192203982905,90.53302693709884,85.37575327379842,22.0,Female,33.0,180.0,61.59975236086392,Rainy,3.0
18291,Exercise 10,270.1641490306048,93.16310497875658,76.61447458185391,41.0,Female,32.0,175.0,64.75164040193755,Sunny,2.0
18292,Exercise 8,280.39157532096084,91.83726580003268,79.0081330621857,,Female,29.0,152.0,49.398357593997076,Sunny,9.0
18293,Exercise 2,251.85110685598352,99.225534847117,77.31325252864103,27.0,Female,31.0,184.0,,Sunny,
18294,Exercise 4,273.17290060981736,98.1089969565011,78.67307193376699,,Male,42.0,185.0,42.105711838141545,Rainy,4.0
18295,Exercise 9,200.73254152306635,81.06571770926493,87.25168984285528,43.0,Female,,145.0,56.17389739867556,Sunny,2.0
18296,Exercise 2,299.26002996646326,98.52096708739549,82.9242422491212,,Male,60.0,169.0,47.03804299410329,Cloudy,8.0
18297,Exercise 7,285.0253843457566,94.74566234639778,89.103914553934,56.0,Female,60.0,171.0,33.83834746449053,Sunny,5.0
18298,Exercise 6,230.52235503542732,98.11519197939572,89.61329590235898,33.0,Female,50.0,143.0,,Sunny,
18299,Exercise 1,246.87527605052318,90.0180718750481,76.53036113077962,30.0,Male,37.0,180.0,32.62338820940418,Rainy,2.0
18300,Exercise 8,259.3379538976247,86.41846573542828,72.49918411233963,37.0,Female,56.0,165.0,,Rainy,8.0
18301,Exercise 3,287.1289856608655,81.69754002754125,84.61614156535062,27.0,,37.0,185.0,65.39258985022448,Sunny,10.0
18302,Exercise 4,200.18452620305433,98.43768554659732,82.91853868509286,57.0,Male,49.0,155.0,60.5596241777799,Sunny,9.0
18303,Exercise 4,225.23547750042425,90.77005571295352,77.84079061526107,38.0,Male,60.0,142.0,39.19262997406905,Cloudy,5.0
18304,Exercise 1,,99.30045348044521,86.76261138686841,21.0,Male,42.0,157.0,52.69860324180625,Sunny,9.0
18305,Exercise 3,,96.04635018609716,81.81253730166517,40.0,Female,50.0,170.0,54.355768503705946,Sunny,7.0
18306,Exercise 3,294.1924835961292,,79.97220104780064,45.0,Female,48.0,156.0,58.87788982834977,Sunny,9.0
18307,Exercise 4,223.23680701951602,,73.33217894965324,37.0,Male,54.0,180.0,57.005338406009884,Rainy,4.0
18308,Exercise 3,273.61906889405657,91.76815040536633,81.6098111133758,34.0,Female,45.0,,63.42329330862046,Rainy,2.0
18309,Exercise 4,221.9669607955234,88.15342691573895,88.77691692705551,48.0,Female,,149.0,63.9867321564638,Sunny,9.0
18310,Exercise 7,264.60613469928364,81.50230626650723,76.44112526737733,54.0,Female,51.0,158.0,32.020336221933675,Cloudy,1.0
18311,Exercise 6,227.1828807946167,83.13256922099058,,49.0,Female,37.0,,48.22834933037573,Cloudy,9.0
18312,Exercise 5,224.90083655242785,82.21694727302493,85.76857485984006,23.0,Male,,167.0,68.56164442497945,,5.0
18313,Exercise 3,,81.24031905406528,88.41751356069376,59.0,Female,49.0,141.0,65.04329831793805,Cloudy,3.0
18314,Exercise 2,295.1008463558278,80.87579245061468,84.94650980114363,26.0,Male,56.0,154.0,47.49742809560221,Rainy,7.0
18315,Exercise 6,267.5276983780343,90.85864460245483,73.91143875048269,35.0,Female,26.0,167.0,31.366266526291952,Cloudy,10.0
18316,Exercise 2,279.06319962325125,87.2235010192049,83.52767877340658,,Male,37.0,144.0,62.00623239573083,Cloudy,7.0
18317,Exercise 5,296.3537587274725,91.65735430890301,74.882181475952,27.0,,56.0,165.0,30.347911778288015,Sunny,9.0
18318,Exercise 3,237.17035924268524,98.49161475923225,71.23211542841398,,Male,27.0,166.0,57.033478232584734,Cloudy,
18319,Exercise 3,293.40802531129486,84.25680217399808,89.54037550002786,,Male,23.0,173.0,55.21690511944103,Sunny,2.0
18320,Exercise 7,229.0440367702233,98.83146222646369,78.00762703138511,59.0,Female,,165.0,31.58152695348238,Sunny,3.0
18321,Exercise 9,219.89806529846,86.86583779267318,,46.0,Female,22.0,142.0,34.82215083652988,Cloudy,4.0
18322,Exercise 7,210.90435829938434,,,60.0,Male,23.0,150.0,44.01022011390495,,1.0
18323,Exercise 6,257.0715980521856,90.6590225932531,,,Female,19.0,151.0,45.84819805568806,Sunny,4.0
18324,Exercise 4,259.9144052455763,99.01716185896292,84.56560527208892,56.0,,30.0,168.0,57.932854344122944,,3.0
18325,Exercise 7,249.30133473139034,93.0262384720066,89.99314210008575,38.0,Male,30.0,190.0,45.245030576412375,Cloudy,2.0
18326,Exercise 5,268.77738652907726,85.41295152762257,77.1977461204019,45.0,Female,47.0,158.0,60.79762331406818,Sunny,
18327,Exercise 5,280.70704634215497,89.05485679796884,,60.0,Male,58.0,157.0,40.42175782870557,Rainy,7.0
18328,Exercise 4,217.0017529022732,80.24885089722575,73.94945840712984,,Male,18.0,145.0,67.83319190161825,,4.0
18329,Exercise 7,243.09724817565208,93.9368829745793,78.5492935979836,29.0,,,143.0,66.71023457291369,Rainy,7.0
18330,Exercise 6,202.88347127697486,81.08759449379768,72.09618680069265,26.0,Male,,178.0,,Sunny,7.0
18331,Exercise 1,229.45202322247852,83.59440143851128,72.6613602855042,20.0,Female,,150.0,34.26589923904101,Cloudy,
18332,Exercise 1,268.3530494986742,97.23681272100319,89.5110252459561,23.0,Female,30.0,189.0,,Cloudy,7.0
18333,Exercise 8,280.6851010751036,87.98241214644267,70.01484402292657,56.0,Female,36.0,190.0,43.475347131719786,Cloudy,8.0
18334,Exercise 4,209.41944943877056,88.17910973595613,73.89286698283831,54.0,Female,52.0,159.0,68.72922912832408,Rainy,1.0
18335,Exercise 9,275.74651531966845,93.83893215866158,88.21311546457466,33.0,Male,47.0,169.0,62.714336033798936,Rainy,7.0
18336,Exercise 2,230.3229058259888,89.00295387710497,70.02200296735532,21.0,Male,33.0,154.0,52.47484944010429,Sunny,5.0
18337,Exercise 9,,96.21148136841683,88.00964554817304,26.0,Female,33.0,168.0,55.477194096235806,,
18338,Exercise 9,244.62595615715358,90.85822946522342,89.92714660650836,23.0,Male,29.0,141.0,41.71215540205214,Rainy,
18339,Exercise 9,201.34797867249634,89.5534871076171,73.68351919807436,60.0,Male,18.0,190.0,60.33978667645286,Cloudy,7.0
18340,Exercise 4,299.66076330704914,84.87798140472793,86.4339562034831,41.0,Male,46.0,159.0,44.22351181454971,Rainy,4.0
